source_ip,destination_ip,source_port,destination_port,protocol,packet_size,inter_arrival_time,payload_size,flow_duration,total_packets,total_bytes,flow_direction,session_duration,session_count,mean_packet_size,variance_packet_size,entropy,access_patterns,usage_frequency,temporal_patterns,country,region,city,application_data,behavioral_pattern,network_context
192.168.1.2,224.0.0.251,5353,5353,UDP,76,0.0,62,0.0,1,76,outbound,0.0,1,76.0,0.0,-0.0,192.168.1.2->224.0.0.251:5353,0,2024-08-27 23:36:42,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.2,224.0.0.251,5353,5353,UDP,75,0.4117119312286377,61,0.4117119312286377,2,151,outbound,0.4117119312286377,2,75.5,0.25,1.0,192.168.1.2->224.0.0.251:5353,4.857765462447412,2024-08-27 23:36:42,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61453,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-27 23:36:43,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61453,TCP,74,0.0,60,0.0,1,74,inbound,0.0,1,74.0,0.0,-0.0,34.117.59.81->192.168.1.239:61453,0,2024-08-27 23:36:43,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61453,443,TCP,66,0.44089388847351074,52,0.44089388847351074,2,144,outbound,0.44089388847351074,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,4.5362388826130475,2024-08-27 23:36:43,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61453,443,TCP,583,0.1845378875732422,569,0.6254317760467529,3,727,outbound,0.6254317760467529,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->34.117.59.81:443,4.796686249238064,2024-08-27 23:36:43,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61453,TCP,66,0.5140149593353271,52,0.5140149593353271,2,140,inbound,0.5140149593353271,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:61453,3.8909373427306484,2024-08-27 23:36:43,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61453,TCP,1466,0.21889805793762207,1452,0.7329130172729492,3,1606,inbound,0.7329130172729492,3,535.3333333333334,433080.8888888888,1.584962500721156,34.117.59.81->192.168.1.239:61453,4.09325517393935,2024-08-27 23:36:44,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61453,TCP,714,0.233320951461792,700,0.9662339687347412,4,2320,inbound,0.9662339687347412,4,580.0,330796.0,2.0,34.117.59.81->192.168.1.239:61453,4.1397840786304565,2024-08-27 23:36:44,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61453,TCP,1270,0.2271740436553955,1256,1.1934080123901367,5,3590,inbound,1.1934080123901367,5,718.0,340812.8,2.321928094887362,34.117.59.81->192.168.1.239:61453,4.189681942880614,2024-08-27 23:36:44,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61453,443,TCP,66,1.0859942436218262,52,1.711426019668579,4,793,outbound,1.711426019668579,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,2.337232199364719,2024-08-27 23:36:44,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61453,443,TCP,146,0.1697099208831787,132,1.8811359405517578,5,939,outbound,1.8811359405517578,5,187.8,39931.35999999999,1.9219280948873623,192.168.1.239->34.117.59.81:443,2.657968460553385,2024-08-27 23:36:45,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61453,443,TCP,244,0.15255999565124512,230,2.033695936203003,6,1183,outbound,2.033695936203003,6,197.16666666666666,33714.80555555556,2.2516291673878226,192.168.1.239->34.117.59.81:443,2.9502935484063837,2024-08-27 23:36:45,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61453,TCP,66,0.7715649604797363,52,1.964972972869873,6,3656,inbound,1.964972972869873,6,609.3333333333334,343052.8888888888,2.2516291673878226,34.117.59.81->192.168.1.239:61453,3.0534771128362688,2024-08-27 23:36:45,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61453,TCP,1389,0.27234506607055664,1375,2.2373180389404297,7,5045,inbound,2.2373180389404297,7,720.7142857142857,368479.6326530612,2.5216406363433186,34.117.59.81->192.168.1.239:61453,3.128746060312072,2024-08-27 23:36:45,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61453,443,TCP,66,0.6600368022918701,52,2.693732738494873,7,1249,outbound,2.693732738494873,7,178.42857142857142,31005.10204081632,2.1280852788913944,192.168.1.239->34.117.59.81:443,2.598624540573858,2024-08-27 23:36:45,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61453,443,TCP,66,0.2525501251220703,52,2.9462828636169434,8,1315,outbound,2.9462828636169434,8,164.375,28511.984375,2.0,192.168.1.239->34.117.59.81:443,2.715285792409954,2024-08-27 23:36:46,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,192.168.1.197,60804,8009,TCP,176,0.0,162,0.0,1,176,internal,0.0,1,176.0,0.0,-0.0,192.168.1.239->192.168.1.197:8009,0,2024-08-27 23:36:46,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61454,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-27 23:36:46,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61453,TCP,66,1.111212968826294,52,3.3485310077667236,8,5111,inbound,3.3485310077667236,8,638.875,369303.359375,2.4056390622295662,34.117.59.81->192.168.1.239:61453,2.3891073373501586,2024-08-27 23:36:46,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61453,443,TCP,66,1.1486749649047852,52,4.0949578285217285,9,1381,outbound,4.0949578285217285,9,153.44444444444446,26299.8024691358,1.8799649487271108,192.168.1.239->34.117.59.81:443,2.1978248316293363,2024-08-27 23:36:47,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61454,TCP,74,0.0,60,0.0,1,74,inbound,0.0,1,74.0,0.0,-0.0,34.117.59.81->192.168.1.239:61454,0,2024-08-27 23:36:49,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61454,443,TCP,66,3.557816743850708,52,3.557816743850708,2,144,outbound,3.557816743850708,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,0.5621425003007191,2024-08-27 23:36:50,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61454,443,TCP,583,0.19984912872314453,569,3.7576658725738525,3,727,outbound,3.7576658725738525,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->34.117.59.81:443,0.7983679501405798,2024-08-27 23:36:50,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.197,192.168.1.239,8009,60804,TCP,176,0.0,162,0.0,1,176,internal,0.0,1,176.0,0.0,-0.0,192.168.1.197->192.168.1.239:60804,0,2024-08-27 23:36:50,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,192.168.1.197,60804,8009,TCP,66,4.529479265213013,52,4.529479265213013,2,242,internal,4.529479265213013,2,121.0,3025.0,1.0,192.168.1.239->192.168.1.197:8009,0.4415518612393833,2024-08-27 23:36:50,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61454,TCP,66,4.544435024261475,52,4.544435024261475,2,140,inbound,4.544435024261475,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:61454,0.4400987117920173,2024-08-27 23:36:53,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61454,TCP,66,0.33917999267578125,52,4.883615016937256,3,206,inbound,4.883615016937256,3,68.66666666666667,14.222222222222221,0.9182958340544896,34.117.59.81->192.168.1.239:61454,0.614299036593888,2024-08-27 23:36:54,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61454,TCP,1466,0.2537679672241211,1452,5.137382984161377,4,1672,inbound,5.137382984161377,4,418.0,366112.0,1.5,34.117.59.81->192.168.1.239:61454,0.7786065419557108,2024-08-27 23:36:54,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61454,TCP,714,0.21910905838012695,700,5.356492042541504,5,2386,inbound,5.356492042541504,5,477.2,306908.16000000003,1.9219280948873623,34.117.59.81->192.168.1.239:61454,0.9334467334758966,2024-08-27 23:36:54,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61454,TCP,1270,0.18179798126220703,1256,5.538290023803711,6,3656,inbound,5.538290023803711,6,609.3333333333334,343052.88888888893,2.2516291673878226,34.117.59.81->192.168.1.239:61454,1.0833668829569862,2024-08-27 23:36:54,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61454,443,TCP,66,6.706537961959839,52,10.464203834533691,4,793,outbound,10.464203834533691,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,0.3822555507566954,2024-08-27 23:36:56,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61454,443,TCP,146,0.19664502143859863,132,10.66084885597229,5,939,outbound,10.66084885597229,5,187.8,39931.35999999999,1.9219280948873623,192.168.1.239->34.117.59.81:443,0.4690058050301465,2024-08-27 23:36:57,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61454,443,TCP,244,0.5096890926361084,230,11.170537948608398,6,1183,outbound,11.170537948608398,6,197.16666666666666,33714.80555555556,2.2516291673878226,192.168.1.239->34.117.59.81:443,0.5371272205155945,2024-08-27 23:36:57,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61454,TCP,66,3.538173198699951,52,9.076463222503662,7,3722,inbound,9.076463222503662,7,531.7142857142857,330193.63265306124,2.1280852788913944,34.117.59.81->192.168.1.239:61454,0.7712255124490123,2024-08-27 23:36:58,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61454,TCP,1415,0.155167818069458,1401,9.23163104057312,8,5137,inbound,9.23163104057312,8,642.125,374253.109375,2.4056390622295662,34.117.59.81->192.168.1.239:61454,0.8665857598554266,2024-08-27 23:36:58,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61454,443,TCP,66,1.1948490142822266,52,12.365386962890625,7,1249,outbound,12.365386962890625,7,178.42857142857142,31005.10204081632,2.1280852788913944,192.168.1.239->34.117.59.81:443,0.5660963155465721,2024-08-27 23:36:58,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61454,443,TCP,66,0.3883070945739746,52,12.7536940574646,8,1315,outbound,12.7536940574646,8,164.375,28511.984375,2.0,192.168.1.239->34.117.59.81:443,0.6272692416765075,2024-08-27 23:36:59,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61455,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-27 23:36:59,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61454,TCP,66,1.5892019271850586,52,10.820832967758179,9,5203,inbound,10.820832967758179,9,578.1111111111111,365451.65432098764,2.2810361125534233,34.117.59.81->192.168.1.239:61454,0.8317289460817348,2024-08-27 23:37:00,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61454,443,TCP,66,1.2336008548736572,52,13.987294912338257,9,1381,outbound,13.987294912338257,9,153.44444444444446,26299.8024691358,1.8799649487271108,192.168.1.239->34.117.59.81:443,0.6434410696567968,2024-08-27 23:37:00,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61455,TCP,74,0.0,60,0.0,1,74,inbound,0.0,1,74.0,0.0,-0.0,34.117.59.81->192.168.1.239:61455,0,2024-08-27 23:37:00,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61455,443,TCP,66,1.2879769802093506,52,1.2879769802093506,2,144,outbound,1.2879769802093506,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,1.5528227838939448,2024-08-27 23:37:00,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61455,443,TCP,583,0.23330307006835938,569,1.52128005027771,3,727,outbound,1.52128005027771,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->34.117.59.81:443,1.972023493933513,2024-08-27 23:37:01,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61455,TCP,66,0.6238880157470703,52,0.6238880157470703,2,140,inbound,0.6238880157470703,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:61455,3.205703506910794,2024-08-27 23:37:01,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61455,TCP,1466,0.1697709560394287,1452,0.793658971786499,3,1606,inbound,0.793658971786499,3,535.3333333333334,433080.8888888888,1.584962500721156,34.117.59.81->192.168.1.239:61455,3.779961049576625,2024-08-27 23:37:01,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61455,TCP,714,0.211151123046875,700,1.004810094833374,4,2320,inbound,1.004810094833374,4,580.0,330796.0,2.0,34.117.59.81->192.168.1.239:61455,3.9808517256818696,2024-08-27 23:37:01,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61455,TCP,1270,0.2285137176513672,1256,1.2333238124847412,5,3590,inbound,1.2333238124847412,5,718.0,340812.8,2.321928094887362,34.117.59.81->192.168.1.239:61455,4.054085349999565,2024-08-27 23:37:01,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61455,443,TCP,66,1.0423848628997803,52,2.5636649131774902,4,793,outbound,2.5636649131774902,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,1.5602663122780227,2024-08-27 23:37:02,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61455,443,TCP,146,0.18747329711914062,132,2.751138210296631,5,939,outbound,2.751138210296631,5,187.8,39931.35999999999,1.9219280948873623,192.168.1.239->34.117.59.81:443,1.8174295937901623,2024-08-27 23:37:02,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61455,443,TCP,245,0.22169184684753418,231,2.972830057144165,6,1184,outbound,2.972830057144165,6,197.33333333333334,33730.555555555555,2.2516291673878226,192.168.1.239->34.117.59.81:443,2.018278840252265,2024-08-27 23:37:02,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61455,TCP,66,0.828693151473999,52,2.0620169639587402,6,3656,inbound,2.0620169639587402,6,609.3333333333334,343052.8888888888,2.2516291673878226,34.117.59.81->192.168.1.239:61455,2.9097723757233145,2024-08-27 23:37:02,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61455,TCP,1466,0.1693129539489746,1452,2.231329917907715,7,5122,inbound,2.231329917907715,7,731.7142857142857,383907.91836734687,2.2359263506290326,34.117.59.81->192.168.1.239:61455,3.137142537202117,2024-08-27 23:37:02,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61455,TCP,280,0.23727107048034668,266,2.4686009883880615,8,5402,inbound,2.4686009883880615,8,675.25,358236.9375,2.5,34.117.59.81->192.168.1.239:61455,3.2407019350761144,2024-08-27 23:37:03,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61455,443,TCP,66,0.8140668869018555,52,3.7868969440460205,7,1250,outbound,3.7868969440460205,7,178.57142857142858,31023.959183673473,2.1280852788913944,192.168.1.239->34.117.59.81:443,1.8484791383102745,2024-08-27 23:37:03,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61455,443,TCP,66,0.17425203323364258,52,3.961148977279663,8,1316,outbound,3.961148977279663,8,164.5,28532.0,2.0,192.168.1.239->34.117.59.81:443,2.019616037136285,2024-08-27 23:37:03,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61455,TCP,66,0.5533230304718018,52,3.0219240188598633,9,5468,inbound,3.0219240188598633,9,607.5555555555555,355093.1358024691,2.4193819456463714,34.117.59.81->192.168.1.239:61455,2.978235039607513,2024-08-27 23:37:03,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61455,443,TCP,66,0.41852903366088867,52,4.379678010940552,9,1382,outbound,4.379678010940552,9,153.55555555555554,26320.02469135802,1.8799649487271108,192.168.1.239->34.117.59.81:443,2.054945586757237,2024-08-27 23:37:03,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61456,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-27 23:37:04,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61456,TCP,74,0.0,60,0.0,1,74,inbound,0.0,1,74.0,0.0,-0.0,34.117.59.81->192.168.1.239:61456,0,2024-08-27 23:37:04,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61456,443,TCP,66,0.41385412216186523,52,0.41385412216186523,2,144,outbound,0.41385412216186523,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,4.832620705944707,2024-08-27 23:37:04,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61456,443,TCP,583,0.16603899002075195,569,0.5798931121826172,3,727,outbound,0.5798931121826172,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->34.117.59.81:443,5.173367189530015,2024-08-27 23:37:04,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61456,TCP,66,0.6210711002349854,52,0.6210711002349854,2,140,inbound,0.6210711002349854,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:61456,3.2202432205319003,2024-08-27 23:37:05,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61456,TCP,1466,0.19529294967651367,1452,0.816364049911499,3,1606,inbound,0.816364049911499,3,535.3333333333334,433080.8888888888,1.584962500721156,34.117.59.81->192.168.1.239:61456,3.674831100567481,2024-08-27 23:37:05,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61456,TCP,714,0.19859814643859863,700,1.0149621963500977,4,2320,inbound,1.0149621963500977,4,580.0,330796.0,2.0,34.117.59.81->192.168.1.239:61456,3.941033483202022,2024-08-27 23:37:05,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61456,TCP,1270,0.2511098384857178,1256,1.2660720348358154,5,3590,inbound,1.2660720348358154,5,718.0,340812.8,2.321928094887362,34.117.59.81->192.168.1.239:61456,3.9492223684163448,2024-08-27 23:37:05,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61456,443,TCP,66,1.048719882965088,52,1.628612995147705,4,793,outbound,1.628612995147705,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,2.456077663580982,2024-08-27 23:37:05,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61456,443,TCP,146,0.24613595008850098,132,1.874748945236206,5,939,outbound,1.874748945236206,5,187.8,39931.35999999999,1.9219280948873623,192.168.1.239->34.117.59.81:443,2.6670237701454114,2024-08-27 23:37:06,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61456,443,TCP,246,0.2515101432800293,232,2.1262590885162354,6,1185,outbound,2.1262590885162354,6,197.5,33746.583333333336,2.2516291673878226,192.168.1.239->34.117.59.81:443,2.821857426691576,2024-08-27 23:37:06,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61456,TCP,66,0.8858921527862549,52,2.1519641876220703,6,3656,inbound,2.1519641876220703,6,609.3333333333334,343052.8888888888,2.2516291673878226,34.117.59.81->192.168.1.239:61456,2.7881504880571577,2024-08-27 23:37:06,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61456,TCP,1466,0.26772189140319824,1452,2.4196860790252686,7,5122,inbound,2.4196860790252686,7,731.7142857142857,383907.91836734687,2.2359263506290326,34.117.59.81->192.168.1.239:61456,2.892937253587803,2024-08-27 23:37:06,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61456,443,TCP,66,0.7045490741729736,52,2.830808162689209,7,1251,outbound,2.830808162689209,7,178.71428571428572,31043.061224489797,2.1280852788913944,192.168.1.239->34.117.59.81:443,2.4727920783406763,2024-08-27 23:37:07,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61456,TCP,108,0.3853139877319336,94,2.805000066757202,8,5230,inbound,2.805000066757202,8,653.75,378468.4375,2.5,34.117.59.81->192.168.1.239:61456,2.852049842996482,2024-08-27 23:37:07,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61456,443,TCP,66,0.4327218532562256,52,3.2635300159454346,8,1317,outbound,3.2635300159454346,8,164.625,28552.234375,2.0,192.168.1.239->34.117.59.81:443,2.451333360169027,2024-08-27 23:37:07,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61456,443,TCP,66,0.22350597381591797,52,3.4870359897613525,9,1383,outbound,3.4870359897613525,9,153.66666666666666,26340.444444444445,1.8799649487271108,192.168.1.239->34.117.59.81:443,2.5809885606072984,2024-08-27 23:37:07,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,17.33.202.253,53790,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->17.33.202.253:443,0,2024-08-27 23:37:07,US,Virginia,Ashburn,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61457,443,TCP,78,0.0,64,0.0,1,78,outbound,0.0,1,78.0,0.0,-0.0,192.168.1.239->34.117.59.81:443,0,2024-08-27 23:37:08,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61456,TCP,66,1.178433895111084,52,3.983433961868286,9,5296,inbound,3.983433961868286,9,588.4444444444445,370534.91358024697,2.4193819456463714,34.117.59.81->192.168.1.239:61456,2.259357149171584,2024-08-27 23:37:08,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61457,TCP,74,0.0,60,0.0,1,74,inbound,0.0,1,74.0,0.0,-0.0,34.117.59.81->192.168.1.239:61457,0,2024-08-27 23:37:08,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61456,443,TCP,66,1.0888822078704834,52,4.575918197631836,10,1449,outbound,4.575918197631836,10,144.9,24398.09,1.7709505944546688,192.168.1.239->34.117.59.81:443,2.185353751554229,2024-08-27 23:37:08,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61457,443,TCP,66,0.8521018028259277,52,0.8521018028259277,2,144,outbound,0.8521018028259277,2,72.0,36.0,1.0,192.168.1.239->34.117.59.81:443,2.347137388240653,2024-08-27 23:37:09,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61457,443,TCP,583,0.22606706619262695,569,1.0781688690185547,3,727,outbound,1.0781688690185547,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->34.117.59.81:443,2.7824954756214275,2024-08-27 23:37:09,US,Missouri,Kansas City,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61457,TCP,66,0.7782669067382812,52,0.7782669067382812,2,140,inbound,0.7782669067382812,2,70.0,16.0,1.0,34.117.59.81->192.168.1.239:61457,2.5698124675273752,2024-08-27 23:37:09,Unknown,Unknown,Unknown,Unknown,Normal,Normal
17.33.202.253,192.168.1.239,443,53790,TCP,74,0.0,60,0.0,1,74,inbound,0.0,1,74.0,0.0,-0.0,17.33.202.253->192.168.1.239:53790,0,2024-08-27 23:37:09,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61457,TCP,1466,0.43082118034362793,1452,1.2090880870819092,3,1606,inbound,1.2090880870819092,3,535.3333333333334,433080.8888888888,1.584962500721156,34.117.59.81->192.168.1.239:61457,2.4812087986412905,2024-08-27 23:37:09,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61457,TCP,714,0.22840380668640137,700,1.4374918937683105,4,2320,inbound,1.4374918937683105,4,580.0,330796.0,2.0,34.117.59.81->192.168.1.239:61457,2.7826243871986,2024-08-27 23:37:10,Unknown,Unknown,Unknown,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61457,TCP,1270,0.15921521186828613,1256,1.5967071056365967,5,3590,inbound,1.5967071056365967,5,718.0,340812.8,2.321928094887362,34.117.59.81->192.168.1.239:61457,3.131444697871832,2024-08-27 23:37:10,Unknown,Unknown,Unknown,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61457,443,TCP,66,1.1228389739990234,52,2.201007843017578,4,793,outbound,2.201007843017578,4,198.25,49368.1875,1.5,192.168.1.239->34.117.59.81:443,1.817349271466478,2024-08-27 23:37:10,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61457,443,TCP,146,0.17229318618774414,132,2.3733010292053223,5,939,outbound,2.3733010292053223,5,187.8,39931.35999999999,1.9219280948873623,192.168.1.239->34.117.59.81:443,2.106770248894302,2024-08-27 23:37:10,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,34.117.59.81,61457,443,TCP,245,0.14150094985961914,231,2.5148019790649414,6,1184,outbound,2.5148019790649414,6,197.33333333333334,33730.555555555555,2.2516291673878226,192.168.1.239->34.117.59.81:443,2.3858737387469895,2024-08-27 23:37:10,US,Missouri,Kansas City,Unknown,Normal,Normal
192.168.1.239,17.33.202.253,53790,443,TCP,66,3.0073537826538086,52,3.0073537826538086,2,144,outbound,3.0073537826538086,2,72.0,36.0,1.0,192.168.1.239->17.33.202.253:443,0.665036488734997,2024-08-27 23:37:10,US,Virginia,Ashburn,Unknown,Normal,Normal
192.168.1.239,17.33.202.253,53790,443,TCP,583,0.25222206115722656,569,3.259575843811035,3,727,outbound,3.259575843811035,3,242.33333333333334,58050.88888888888,1.584962500721156,192.168.1.239->17.33.202.253:443,0.9203651468015716,2024-08-27 23:37:11,US,Virginia,Ashburn,Unknown,Normal,Normal
34.117.59.81,192.168.1.239,443,61457,TCP,66,1.048184871673584,52,2.6448919773101807,6,3656,inbound,2.6448919773101807,6,609.3333333333334,343052.8888888888,2.2516291673878226,34.117.59.81->192.168.1.239:61457,2.2685236491593574,2024-08-27 23:37:11,Unknown,Unknown,Unknown,Unknown,Normal,Normal
