source_ip,destination_ip,source_port,destination_port,protocol,packet_size,inter_arrival_time,payload_size,flow_duration,total_packets,total_bytes,flow_direction,session_duration,session_count,mean_packet_size,variance_packet_size,entropy,usage_frequency,temporal_patterns,country,region,city
192.168.10.60,74.125.129.188,52727,5228,TCP,54,0.0,40,0.0,1,54,external,0.0,1,54.0,0.0,-0.0,0,2024-11-19 00:57:27,US,Ohio,Columbus
192.168.10.60,142.251.4.188,52726,5228,TCP,54,0.0,40,0.0,1,54,external,0.0,1,54.0,0.0,-0.0,0,2024-11-19 00:57:27,US,Ohio,Columbus
192.168.10.60,9.9.9.9,53425,443,TCP,248,0.0,234,0.0,1,248,external,0.0,1,248.0,0.0,-0.0,0,2024-11-19 00:57:28,CH,Zurich,Zürich
9.9.9.9,192.168.10.60,443,53425,TCP,202,0.0,188,0.0,1,202,external,0.0,1,202.0,0.0,-0.0,0,2024-11-19 00:57:28,Unknown,Unknown,Unknown
192.168.10.60,9.9.9.9,53425,443,TCP,66,0.29658031463623047,52,0.29658031463623047,2,314,external,0.29658031463623047,2,157.0,8281.0,1.0,6.743535903430047,2024-11-19 00:57:28,CH,Zurich,Zürich
192.168.10.60,34.117.59.81,53435,443,TCP,78,0.0,64,0.0,1,78,external,0.0,1,78.0,0.0,-0.0,0,2024-11-19 00:57:28,US,Missouri,Kansas City
74.125.129.188,192.168.10.60,5228,52727,TCP,66,0.0,52,0.0,1,66,external,0.0,1,66.0,0.0,-0.0,0,2024-11-19 00:57:28,Unknown,Unknown,Unknown
142.251.4.188,192.168.10.60,5228,52726,TCP,66,0.0,52,0.0,1,66,external,0.0,1,66.0,0.0,-0.0,0,2024-11-19 00:57:28,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53435,TCP,74,0.0,60,0.0,1,74,external,0.0,1,74.0,0.0,-0.0,0,2024-11-19 00:57:29,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53435,443,TCP,66,0.7010629177093506,52,0.7010629177093506,2,144,external,0.7010629177093506,2,72.0,36.0,1.0,2.8528109952453193,2024-11-19 00:57:29,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53435,443,TCP,275,0.14699912071228027,261,0.8480620384216309,3,419,external,0.8480620384216309,3,139.66666666666666,9181.555555555555,1.584962500721156,3.537477052484798,2024-11-19 00:57:29,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53435,TCP,66,0.42939186096191406,52,0.42939186096191406,2,140,external,0.42939186096191406,2,70.0,16.0,1.0,4.657750138811771,2024-11-19 00:57:29,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53435,TCP,1466,0.1348741054534912,1452,0.5642659664154053,3,1606,external,0.5642659664154053,3,535.3333333333334,433080.8888888888,1.584962500721156,5.316641758598354,2024-11-19 00:57:29,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53435,TCP,1466,0.1399548053741455,1452,0.7042207717895508,4,3072,external,0.7042207717895508,4,768.0,487212.0,1.5,5.68003694329448,2024-11-19 00:57:29,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53435,443,TCP,66,0.5569949150085449,52,1.4050569534301758,4,485,external,1.4050569534301758,4,121.25,7903.6875,1.5,2.8468596879541224,2024-11-19 00:57:29,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53435,TCP,450,0.28032708168029785,436,0.9845478534698486,5,3522,external,0.9845478534698486,5,704.4,405949.44000000006,1.9219280948873623,5.078473313794212,2024-11-19 00:57:29,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53435,443,TCP,66,0.27396416664123535,52,1.6790211200714111,5,551,external,1.6790211200714111,5,110.2,6811.360000000001,1.3709505944546687,2.9779256140550174,2024-11-19 00:57:30,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53435,443,TCP,151,0.13881492614746094,137,1.817836046218872,6,702,external,1.817836046218872,6,117.0,5907.333333333333,1.7924812503605778,3.300627695484472,2024-11-19 00:57:30,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53435,TCP,109,0.4249289035797119,95,1.4094767570495605,6,3631,external,1.4094767570495605,6,605.1666666666666,387527.47222222225,2.2516291673878226,4.256898859800797,2024-11-19 00:57:30,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53435,443,TCP,66,0.2856121063232422,52,2.1034481525421143,7,768,external,2.1034481525421143,7,109.71428571428571,5381.918367346939,1.6644977792004614,3.327869047563724,2024-11-19 00:57:30,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53435,443,TCP,246,0.14305996894836426,232,2.2465081214904785,8,1014,external,2.2465081214904785,8,126.75,6740.6875,2.0,3.561082162788837,2024-11-19 00:57:30,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53435,TCP,66,0.42594003677368164,52,1.8354167938232422,7,3697,external,1.8354167938232422,7,528.1428571428571,367762.40816326527,2.2359263506290326,3.8138476358924103,2024-11-19 00:57:30,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53435,TCP,954,0.13655424118041992,940,1.971971035003662,8,4651,external,1.971971035003662,8,581.375,341627.734375,2.5,4.056854719463535,2024-11-19 00:57:30,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53435,443,TCP,66,0.4270477294921875,52,2.673555850982666,9,1080,external,2.673555850982666,9,120.0,6356.222222222223,1.8799649487271108,3.366303343426339,2024-11-19 00:57:31,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53435,443,TCP,66,0.14125323295593262,52,2.8148090839385986,10,1146,external,2.8148090839385986,10,114.6,5983.040000000001,1.7709505944546688,3.5526388120105046,2024-11-19 00:57:31,US,Missouri,Kansas City
192.168.10.60,9.9.9.9,53425,443,TCP,251,3.0952677726745605,237,3.391848087310791,3,565,external,3.391848087310791,3,188.33333333333334,7484.222222222223,1.584962500721156,0.8844735739266361,2024-11-19 00:57:31,CH,Zurich,Zürich
34.117.59.81,192.168.10.60,443,53435,TCP,66,0.5638086795806885,52,2.5357797145843506,9,4717,external,2.5357797145843506,9,524.1111111111111,329902.3209876543,2.4193819456463714,3.549204194763907,2024-11-19 00:57:31,Unknown,Unknown,Unknown
9.9.9.9,192.168.10.60,443,53425,TCP,247,3.5052921772003174,233,3.5052921772003174,2,449,external,3.5052921772003174,2,224.5,506.25,1.0,0.5705658469809508,2024-11-19 00:57:31,Unknown,Unknown,Unknown
192.168.10.60,9.9.9.9,53425,443,TCP,66,0.41789889335632324,52,3.8097469806671143,4,631,external,3.8097469806671143,4,157.75,8419.1875,1.5,1.049938492056911,2024-11-19 00:57:31,CH,Zurich,Zürich
192.168.10.60,34.117.59.81,53435,443,TCP,66,0.6976640224456787,52,3.5124731063842773,11,1212,external,3.5124731063842773,11,110.18181818181819,5634.330578512396,1.6729330318733675,3.131696575841785,2024-11-19 00:57:31,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53436,443,TCP,78,0.0,64,0.0,1,78,external,0.0,1,78.0,0.0,-0.0,0,2024-11-19 00:57:32,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53436,TCP,74,0.0,60,0.0,1,74,external,0.0,1,74.0,0.0,-0.0,0,2024-11-19 00:57:32,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53436,443,TCP,66,0.28014492988586426,52,0.28014492988586426,2,144,external,0.28014492988586426,2,72.0,36.0,1.0,7.139161864592136,2024-11-19 00:57:32,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53436,443,TCP,275,0.1368408203125,261,0.41698575019836426,3,419,external,0.41698575019836426,3,139.66666666666666,9181.555555555555,1.584962500721156,7.194490455783849,2024-11-19 00:57:32,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53436,TCP,66,0.41310906410217285,52,0.41310906410217285,2,140,external,0.41310906410217285,2,70.0,16.0,1.0,4.841336522951108,2024-11-19 00:57:32,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53436,TCP,1466,0.13747191429138184,1452,0.5505809783935547,3,1606,external,0.5505809783935547,3,535.3333333333334,433080.8888888888,1.584962500721156,5.448789765227965,2024-11-19 00:57:32,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53436,TCP,1466,0.13903403282165527,1452,0.68961501121521,4,3072,external,0.68961501121521,4,768.0,487212.0,1.5,5.800337775350005,2024-11-19 00:57:32,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53436,TCP,450,0.14601588249206543,436,0.8356308937072754,5,3522,external,0.8356308937072754,5,704.4,405949.44000000006,1.9219280948873623,5.983503048597816,2024-11-19 00:57:33,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53436,443,TCP,66,0.7008392810821533,52,1.1178250312805176,4,485,external,1.1178250312805176,4,121.25,7903.6875,1.5,3.5783775528964714,2024-11-19 00:57:33,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53436,443,TCP,151,0.14388585090637207,137,1.2617108821868896,5,636,external,1.2617108821868896,5,127.2,6464.560000000001,1.9219280948873623,3.9628730088573336,2024-11-19 00:57:33,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53436,TCP,109,0.42536497116088867,95,1.260995864868164,6,3631,external,1.260995864868164,6,605.1666666666666,387527.47222222225,2.2516291673878226,4.758144072603517,2024-11-19 00:57:33,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53436,443,TCP,66,0.2785630226135254,52,1.540273904800415,6,702,external,1.540273904800415,6,117.0,5907.333333333333,1.7924812503605778,3.8954110572804033,2024-11-19 00:57:33,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53436,443,TCP,245,0.13939285278320312,231,1.6796667575836182,7,947,external,1.6796667575836182,7,135.28571428571428,7069.632653061223,2.1280852788913944,4.1674933247296355,2024-11-19 00:57:33,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53436,TCP,66,0.40447521209716797,52,1.665471076965332,7,3697,external,1.665471076965332,7,528.1428571428571,367762.40816326527,2.2359263506290326,4.203015048904215,2024-11-19 00:57:33,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53436,TCP,1026,0.1413130760192871,1012,1.8067841529846191,8,4723,external,1.8067841529846191,8,590.375,348901.984375,2.5,4.427756346426237,2024-11-19 00:57:34,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53436,443,TCP,66,0.4112532138824463,52,2.0909199714660645,8,1013,external,2.0909199714660645,8,126.625,6710.984375,2.0,3.826067046645855,2024-11-19 00:57:34,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53436,443,TCP,66,0.13955402374267578,52,2.2304739952087402,9,1079,external,2.2304739952087402,9,119.88888888888889,6328.3209876543215,1.8799649487271108,4.035016780887298,2024-11-19 00:57:34,US,Missouri,Kansas City
192.168.10.60,9.9.9.9,53425,443,TCP,250,2.6647510528564453,236,6.47449803352356,5,881,external,6.47449803352356,5,176.2,8096.960000000001,1.9219280948873623,0.7722606407649016,2024-11-19 00:57:34,CH,Zurich,Zürich
34.117.59.81,192.168.10.60,443,53436,TCP,66,0.5659759044647217,52,2.372760057449341,9,4789,external,2.372760057449341,9,532.1111111111111,337292.5432098766,2.4193819456463714,3.793051038491764,2024-11-19 00:57:34,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53436,443,TCP,66,0.41979384422302246,52,2.6502678394317627,10,1145,external,2.6502678394317627,10,114.5,5956.85,1.7709505944546688,3.773203542380107,2024-11-19 00:57:34,US,Missouri,Kansas City
9.9.9.9,192.168.10.60,443,53425,TCP,215,3.2229506969451904,201,6.728242874145508,3,664,external,6.728242874145508,3,221.33333333333334,357.5555555555556,1.584962500721156,0.4458816448984093,2024-11-19 00:57:34,Unknown,Unknown,Unknown
192.168.10.60,9.9.9.9,53425,443,TCP,66,0.5542559623718262,52,7.028753995895386,6,947,external,7.028753995895386,6,157.83333333333334,8434.13888888889,1.7924812503605778,0.8536363633588326,2024-11-19 00:57:35,CH,Zurich,Zürich
192.168.10.60,34.117.59.81,53437,443,TCP,78,0.0,64,0.0,1,78,external,0.0,1,78.0,0.0,-0.0,0,2024-11-19 00:57:35,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53437,TCP,74,0.0,60,0.0,1,74,external,0.0,1,74.0,0.0,-0.0,0,2024-11-19 00:57:35,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53437,443,TCP,66,0.2767190933227539,52,0.2767190933227539,2,144,external,0.2767190933227539,2,72.0,36.0,1.0,7.227546086483022,2024-11-19 00:57:35,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53437,443,TCP,275,0.13315486907958984,261,0.40987396240234375,3,419,external,0.40987396240234375,3,139.66666666666666,9181.555555555555,1.584962500721156,7.319323194907209,2024-11-19 00:57:35,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53437,TCP,66,0.40680384635925293,52,0.40680384635925293,2,140,external,0.40680384635925293,2,70.0,16.0,1.0,4.916374360516194,2024-11-19 00:57:35,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53437,TCP,1466,0.14385414123535156,1452,0.5506579875946045,3,1606,external,0.5506579875946045,3,535.3333333333334,433080.8888888888,1.584962500721156,5.448027755131023,2024-11-19 00:57:35,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53437,443,TCP,66,0.42023396492004395,52,0.8301079273223877,4,485,external,0.8301079273223877,4,121.25,7903.6875,1.5,4.818650525242516,2024-11-19 00:57:36,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53437,TCP,1466,0.2815680503845215,1452,0.832226037979126,4,3072,external,0.832226037979126,4,768.0,487212.0,1.5,4.8063865073401235,2024-11-19 00:57:36,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53437,TCP,450,0.13620305061340332,436,0.9684290885925293,5,3522,external,0.9684290885925293,5,704.4,405949.44000000006,1.9219280948873623,5.163000635665305,2024-11-19 00:57:36,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53437,443,TCP,66,0.4219679832458496,52,1.2520759105682373,5,551,external,1.2520759105682373,5,110.2,6811.360000000001,1.3709505944546687,3.993368099966734,2024-11-19 00:57:36,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53437,443,TCP,151,0.14304494857788086,137,1.3951208591461182,6,702,external,1.3951208591461182,6,117.0,5907.333333333333,1.7924812503605778,4.3007026672028195,2024-11-19 00:57:36,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53437,TCP,109,0.4291038513183594,95,1.3975329399108887,6,3631,external,1.3975329399108887,6,605.1666666666666,387527.47222222225,2.2516291673878226,4.293279842393253,2024-11-19 00:57:36,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53437,443,TCP,66,0.2850041389465332,52,1.6801249980926514,7,768,external,1.6801249980926514,7,109.71428571428571,5381.918367346939,1.6644977792004614,4.166356674620457,2024-11-19 00:57:36,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53437,443,TCP,239,0.13863015174865723,225,1.8187551498413086,8,1007,external,1.8187551498413086,8,125.875,6537.359375,2.0,4.398612974758049,2024-11-19 00:57:37,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53437,TCP,66,0.41678905487060547,52,1.8143219947814941,7,3697,external,1.8143219947814941,7,528.1428571428571,367762.40816326527,2.2359263506290326,3.8581905638216316,2024-11-19 00:57:37,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53437,TCP,816,0.14435982704162598,802,1.9586818218231201,8,4513,external,1.9586818218231201,8,564.125,330855.109375,2.5,4.084379561226379,2024-11-19 00:57:37,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53437,443,TCP,66,0.4293477535247803,52,2.248102903366089,9,1073,external,2.248102903366089,9,119.22222222222223,6165.061728395061,1.8799649487271108,4.003375462272782,2024-11-19 00:57:37,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53437,443,TCP,66,0.14438796043395996,52,2.392490863800049,10,1139,external,2.392490863800049,10,113.9,5803.490000000001,1.7709505944546688,4.1797442787793,2024-11-19 00:57:37,US,Missouri,Kansas City
192.168.10.60,9.9.9.9,53425,443,TCP,250,2.697667121887207,236,9.726421117782593,7,1197,external,9.726421117782593,7,171.0,8269.42857142857,1.8423709931771084,0.719689176032288,2024-11-19 00:57:37,CH,Zurich,Zürich
34.117.59.81,192.168.10.60,443,53437,TCP,66,0.5822949409484863,52,2.5409767627716064,9,4579,external,2.5409767627716064,9,508.77777777777777,318599.95061728393,2.4193819456463714,3.541945023607033,2024-11-19 00:57:37,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53437,443,TCP,66,0.42897915840148926,52,2.821470022201538,11,1205,external,2.821470022201538,11,109.54545454545455,5465.520661157024,1.6729330318733675,3.8986769001419033,2024-11-19 00:57:38,US,Missouri,Kansas City
9.9.9.9,192.168.10.60,443,53425,TCP,227,3.271684169769287,213,9.999927043914795,4,891,external,9.999927043914795,4,222.75,274.1875,2.0,0.4000029182646987,2024-11-19 00:57:38,Unknown,Unknown,Unknown
192.168.10.60,9.9.9.9,53425,443,TCP,66,0.571270227432251,52,10.297691345214844,8,1263,external,10.297691345214844,8,157.875,8441.609375,1.75,0.7768731584402614,2024-11-19 00:57:38,CH,Zurich,Zürich
192.168.10.60,34.117.59.81,53438,443,TCP,78,0.0,64,0.0,1,78,external,0.0,1,78.0,0.0,-0.0,0,2024-11-19 00:57:38,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53438,TCP,74,0.0,60,0.0,1,74,external,0.0,1,74.0,0.0,-0.0,0,2024-11-19 00:57:38,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53438,443,TCP,66,0.28902721405029297,52,0.28902721405029297,2,144,external,0.28902721405029297,2,72.0,36.0,1.0,6.919763616626026,2024-11-19 00:57:38,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53438,443,TCP,275,0.1307981014251709,261,0.41982531547546387,3,419,external,0.41982531547546387,3,139.66666666666666,9181.555555555555,1.584962500721156,7.145829204230851,2024-11-19 00:57:38,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53438,TCP,66,0.41483068466186523,52,0.41483068466186523,2,140,external,0.41483068466186523,2,70.0,16.0,1.0,4.821244121876448,2024-11-19 00:57:39,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53438,TCP,1466,0.1366281509399414,1452,0.5514588356018066,3,1606,external,0.5514588356018066,3,535.3333333333334,433080.8888888888,1.584962500721156,5.4401159367155705,2024-11-19 00:57:39,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53438,TCP,1466,0.140977144241333,1452,0.6924359798431396,4,3072,external,0.6924359798431396,4,768.0,487212.0,1.5,5.776707329544222,2024-11-19 00:57:39,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53438,443,TCP,66,0.5692107677459717,52,0.9890360832214355,4,485,external,0.9890360832214355,4,121.25,7903.6875,1.5,4.044341827217682,2024-11-19 00:57:39,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53438,TCP,450,0.29854583740234375,436,0.9909818172454834,5,3522,external,0.9909818172454834,5,704.4,405949.44000000006,1.9219280948873623,5.045501252382125,2024-11-19 00:57:39,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53438,443,TCP,66,0.30435705184936523,52,1.2933931350708008,5,551,external,1.2933931350708008,5,110.2,6811.360000000001,1.3709505944546687,3.865800632787724,2024-11-19 00:57:39,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53438,443,TCP,151,0.14028501510620117,137,1.433678150177002,6,702,external,1.433678150177002,6,117.0,5907.333333333333,1.7924812503605778,4.185039717079625,2024-11-19 00:57:39,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53438,TCP,109,0.4626309871673584,95,1.4536128044128418,6,3631,external,1.4536128044128418,6,605.1666666666666,387527.47222222225,2.2516291673878226,4.1276466344994684,2024-11-19 00:57:40,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53438,443,TCP,66,0.3118619918823242,52,1.7455401420593262,7,768,external,1.7455401420593262,7,109.71428571428571,5381.918367346939,1.6644977792004614,4.010220006594434,2024-11-19 00:57:40,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53438,443,TCP,245,0.16887617111206055,231,1.9144163131713867,8,1013,external,1.9144163131713867,8,126.625,6710.984375,2.0,4.178819384769736,2024-11-19 00:57:40,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53438,TCP,66,0.4475381374359131,52,1.9011509418487549,7,3697,external,1.9011509418487549,7,528.1428571428571,367762.40816326527,2.2359263506290326,3.6819801341985614,2024-11-19 00:57:40,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53438,TCP,837,0.1401968002319336,823,2.0413477420806885,8,4534,external,2.0413477420806885,8,566.75,332225.6875,2.5,3.9189795227371818,2024-11-19 00:57:40,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53438,443,TCP,66,0.42717695236206055,52,2.3415932655334473,9,1079,external,2.3415932655334473,9,119.88888888888889,6328.3209876543215,1.8799649487271108,3.8435368483815977,2024-11-19 00:57:40,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53438,443,TCP,66,0.2062849998474121,52,2.5478782653808594,10,1145,external,2.5478782653808594,10,114.5,5956.85,1.7709505944546688,3.924834296785051,2024-11-19 00:57:40,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53439,443,TCP,78,0.0,64,0.0,1,78,external,0.0,1,78.0,0.0,-0.0,0,2024-11-19 00:57:41,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53438,TCP,66,0.6145970821380615,52,2.65594482421875,9,4600,external,2.65594482421875,9,511.1111111111111,320077.2098765432,2.4193819456463714,3.3886246122026886,2024-11-19 00:57:41,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53438,443,TCP,66,0.3933980464935303,52,2.9412763118743896,11,1211,external,2.9412763118743896,11,110.0909090909091,5609.719008264463,1.6729330318733675,3.739873046130107,2024-11-19 00:57:41,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53439,TCP,74,0.0,60,0.0,1,74,external,0.0,1,74.0,0.0,-0.0,0,2024-11-19 00:57:41,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53439,443,TCP,66,0.5415432453155518,52,0.5415432453155518,2,144,external,0.5415432453155518,2,72.0,36.0,1.0,3.6931491940862826,2024-11-19 00:57:41,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53439,443,TCP,275,0.1483020782470703,261,0.6898453235626221,3,419,external,0.6898453235626221,3,139.66666666666666,9181.555555555555,1.584962500721156,4.348800952229213,2024-11-19 00:57:41,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53439,TCP,66,0.4344968795776367,52,0.4344968795776367,2,140,external,0.4344968795776367,2,70.0,16.0,1.0,4.603025002030276,2024-11-19 00:57:41,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53439,TCP,1466,0.1461491584777832,1452,0.5806460380554199,3,1606,external,0.5806460380554199,3,535.3333333333334,433080.8888888888,1.584962500721156,5.166658865092719,2024-11-19 00:57:42,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53439,443,TCP,66,0.4416940212249756,52,1.1315393447875977,4,485,external,1.1315393447875977,4,121.25,7903.6875,1.5,3.5350074378110503,2024-11-19 00:57:42,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53439,TCP,1466,0.28594493865966797,1452,0.8665909767150879,4,3072,external,0.8665909767150879,4,768.0,487212.0,1.5,4.615787733173102,2024-11-19 00:57:42,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53439,TCP,450,0.13510799407958984,436,1.0016989707946777,5,3522,external,1.0016989707946777,5,704.4,405949.44000000006,1.9219280948873623,4.991519554056595,2024-11-19 00:57:42,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53439,443,TCP,66,0.4086437225341797,52,1.5401830673217773,5,551,external,1.5401830673217773,5,110.2,6811.360000000001,1.3709505944546687,3.246367335211972,2024-11-19 00:57:42,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53439,443,TCP,151,0.14581608772277832,137,1.6859991550445557,6,702,external,1.6859991550445557,6,117.0,5907.333333333333,1.7924812503605778,3.5587206446977366,2024-11-19 00:57:42,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53439,TCP,109,0.41654515266418457,95,1.4182441234588623,6,3631,external,1.4182441234588623,6,605.1666666666666,387527.47222222225,2.2516291673878226,4.23058336766945,2024-11-19 00:57:42,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53439,443,TCP,66,0.28223514556884766,52,1.9682343006134033,7,768,external,1.9682343006134033,7,109.71428571428571,5381.918367346939,1.6644977792004614,3.5564871508531475,2024-11-19 00:57:43,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53439,443,TCP,239,0.14087677001953125,225,2.1091110706329346,8,1007,external,2.1091110706329346,8,125.875,6537.359375,2.0,3.7930671890121164,2024-11-19 00:57:43,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53439,TCP,66,0.4368569850921631,52,1.8551011085510254,7,3697,external,1.8551011085510254,7,528.1428571428571,367762.40816326527,2.2359263506290326,3.773379234012496,2024-11-19 00:57:43,Unknown,Unknown,Unknown
34.117.59.81,192.168.10.60,443,53439,TCP,949,0.13598012924194336,935,1.9910812377929688,8,4646,external,1.9910812377929688,8,580.75,341164.6875,2.5,4.017917425040713,2024-11-19 00:57:43,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53439,443,TCP,66,0.4177210330963135,52,2.526832103729248,9,1073,external,2.526832103729248,9,119.22222222222223,6165.061728395061,1.8799649487271108,3.561772064996827,2024-11-19 00:57:43,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53439,443,TCP,66,0.26250195503234863,52,2.7893340587615967,10,1139,external,2.7893340587615967,10,113.9,5803.490000000001,1.7709505944546688,3.585085109683772,2024-11-19 00:57:43,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53440,443,TCP,78,0.0,64,0.0,1,78,external,0.0,1,78.0,0.0,-0.0,0,2024-11-19 00:57:44,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53439,TCP,66,0.6723079681396484,52,2.663389205932617,9,4712,external,2.663389205932617,9,523.5555555555555,329427.1358024691,2.4193819456463714,3.3791531406498074,2024-11-19 00:57:44,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53439,443,TCP,66,0.40535807609558105,52,3.1946921348571777,11,1205,external,3.1946921348571777,11,109.54545454545455,5465.520661157024,1.6729330318733675,3.4432112816065663,2024-11-19 00:57:44,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53440,TCP,74,0.0,60,0.0,1,74,external,0.0,1,74.0,0.0,-0.0,0,2024-11-19 00:57:44,Unknown,Unknown,Unknown
192.168.10.60,34.117.59.81,53440,443,TCP,66,0.546314001083374,52,0.546314001083374,2,144,external,0.546314001083374,2,72.0,36.0,1.0,3.6608983039678242,2024-11-19 00:57:44,US,Missouri,Kansas City
192.168.10.60,34.117.59.81,53440,443,TCP,275,0.13504934310913086,261,0.6813633441925049,3,419,external,0.6813633441925049,3,139.66666666666666,9181.555555555555,1.584962500721156,4.40293717818846,2024-11-19 00:57:44,US,Missouri,Kansas City
34.117.59.81,192.168.10.60,443,53440,TCP,66,0.40785717964172363,52,0.40785717964172363,2,140,external,0.40785717964172363,2,70.0,16.0,1.0,4.903677316056743,2024-11-19 00:57:44,Unknown,Unknown,Unknown
